"Product","Category","2-Day","2-Week","2-Month"
"TimeWise Luminous 3D Foundation - Deep 12","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 13","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 14","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 15","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 2","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 3","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 4","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 5","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 6","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 7","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 8","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 9","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Ivory C 100","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Ivory C 110","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
